Category,Secondary Category,Tertiary Categories,Rarity,Attunement,Item,Cost (GP)
Spells,Divination,Spells;Artificer Spells;Bard Spells;Cleric Spells;Druid Spells;Paladin Spells;Ranger Spells;Sorcerer Spells;Wizard Spells;Cleric: Arcana Domain Spells;Paladin: Oath of the Watchers Spells;Divination;Ritual Spells;1st Level Spells,1st,Aberrant Dragonmark;Artificer Initiate;Fey Touched;Magic Initiate;Ritual Caster;Utility,Detect Magic,300
Spells,Divination,Spells;Cleric Spells;Druid Spells;Paladin Spells;Ranger Spells;Divination;Ritual Spells;1st Level Spells,1st,Fey Touched;Magic Initiate;Ritual Caster;Utility,Detect Poison and Disease,300
Spells,Illusion,Spells;Artificer Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Cleric: Trickery Domain Spells;Ranger: Gloom Stalker Spells;Illusion;1st Level Spells,1st,Aberrant Dragonmark;Artificer Initiate;Magic Initiate;Ritual Caster;Shadow Touched;Utility,Disguise Self,300
Spells,Enchantment,Spells;Bard Spells;Warlock: The Great Old One Spells;Sorcerer: Aberrant Mind Spells;Enchantment;1st Level Spells,1st,Fey Touched;Magic Initiate;Ritual Caster;Attack,Dissonant Whispers,300
Spells,Illusion,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Illusion;1st Level Spells,1st,Aberrant Dragonmark;Magic Initiate;Ritual Caster;Shadow Touched;Utility,Distort Value,300
Spells,Evocation,Spells;Paladin Spells;Cleric: War Domain Spells;Evocation;1st Level Spells,1st,,Divine Favor,300
Spells,Evocation,Spells;Bard Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Evocation;1st Level Spells,1st,Aberrant Dragonmark;Magic Initiate;Ritual Caster;Attack,Earth Tremor,300
Spells,Conjuration,Spells;Ranger Spells;Paladin: Oath of the Ancients Spells;Conjuration;1st Level Spells,1st,,Ensnaring Strike,300
Spells,Conjuration,Spells;Druid Spells;Conjuration;1st Level Spells,1st,Ritual Caster;Movement;Utility;Attack;Defense,Entangle,300
Spells,Transmutation,Spells;Artificer Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Paladin: Oath of the Open Sea Spells;Bloodhunter: Order of the Profane Soul Spells;Transmutation;1st Level Spells,1st,Aberrant Dragonmark;Artificer Initiate;Magic Initiate;Ritual Caster;Movement,Expeditious Retreat,300
Spells,Evocation,Spells;Artificer Spells;Bard Spells;Druid Spells;Cleric: Light Domain Spells;Warlock: The Archfey Spells;Cleric: Twilight Domain Spells;Ranger: Swarmkeeper Spells;Evocation;1st Level Spells,1st,Artificer Initiate;Magic Initiate;Ritual Caster;Attack;Utility,Faerie Fire,300
Spells,Necromancy,Spells;Artificer Spells;Sorcerer Spells;Wizard Spells;Cleric: Death Domain Spells;Warlock: The Undying Spells;Cleric: Grave Domain Spells;Necromancy;1st Level Spells,1st,Aberrant Dragonmark;Artificer Initiate;Magic Initiate;Ritual Caster;Shadow Touched;Healing,False Life,300
Spells,Transmutation,Spells;Artificer Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Transmutation;1st Level Spells,1st,Aberrant Dragonmark;Artificer Initiate;Magic Initiate;Ritual Caster;Utility,Feather Fall,300
Spells,Conjuration,Spells;Wizard Spells;Conjuration;Ritual Spells;1st Level Spells,1st,Ritual Caster;Utility;Attack,Find Familiar,300
Spells,Conjuration,Spells;Wizard Spells;Conjuration;Ritual Spells;1st Level Spells,1st,Ritual Caster;Utility;Movement,Floating Disk,300
Spells,Conjuration,Spells;Druid Spells;Ranger Spells;Sorcerer Spells;Wizard Spells;Cleric: Tempest Domain Spells;Warlock: The Genie (Marid) Spells;Conjuration;1st Level Spells,1st,Aberrant Dragonmark;Magic Initiate;Ritual Caster;Utility,Fog Cloud,300
Spells,Evocation,Spells;Wizard Spells;Evocation;1st Level Spells,1st,Ritual Caster;Attack,Frost Fingers,300
Spells,Divination;Dunamancy,Spells;Dunamancy Spells;Wizard: Chronurgy Magic Spells;Divination;Dunamancy;1st Level Spells,1st,Fey Touched;Utility,Gift of Alacrity,300
Spells,Transmutation,Spells;Druid Spells;Ranger Spells;Transmutation;1st Level Spells,1st,Ritual Caster;Healing,Goodberry,300
Spells,Conjuration,Spells;Artificer Spells;Wizard Spells;Conjuration;1st Level Spells,1st,Artificer Initiate;Ritual Caster;Utility,Grease,300
Spells,Evocation,Spells;Cleric Spells;Warlock: The Celestial Spells;Paladin: Oath of Glory Spells;Druid: Circle of Stars Spells;Evocation;1st Level Spells,1st,Magic Initiate;Ritual Caster;Attack,Guiding Bolt,300
Spells,Conjuration,Spells;Ranger Spells;Conjuration;1st Level Spells,1st,,Hail of Thorns,300
Spells,Evocation,Spells;Bard Spells;Cleric Spells;Druid Spells;Artificer: Alchemist Spells;Evocation;1st Level Spells,1st,Magic Initiate;Ritual Caster;Healing,Healing Word,300
Spells,Evocation,Spells;Warlock Spells;Paladin: Oathbreaker Spells;Bloodhunter: Order of the Profane Soul Spells;Evocation;1st Level Spells,1st,Magic Initiate;Ritual Caster;Attack,Hellish Rebuke,300
Spells,Enchantment,Spells;Bard Spells;Paladin Spells;Cleric: Order Domain Spells;Artificer: Battle Smith Spells;Paladin: Oath of Glory Spells;Cleric: Peace Domain Spells;Enchantment;1st Level Spells,1st,Fey Touched;Magic Initiate;Ritual Caster;Utility;Healing,Heroism,300
Spells,Enchantment,Spells;Warlock Spells;Bloodhunter: Order of the Profane Soul Spells;Enchantment;1st Level Spells,1st,Fey Touched;Magic Initiate;Ritual Caster;Attack;Utility,Hex,300
Spells,Enchantment,Spells;Bard Spells;Wizard Spells;Warlock: The Great Old One Spells;Enchantment;1st Level Spells,1st,Fey Touched;Magic Initiate;Ritual Caster;Utility,Hideous Laughter,300
Spells,Divination,Spells;Ranger Spells;Paladin: Oath of Vengeance Spells;Divination;1st Level Spells,1st,Fey Touched;Attack,Hunter's Mark,300
Spells,Conjuration,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Conjuration;1st Level Spells,1st,Aberrant Dragonmark;Magic Initiate;Ritual Caster;Attack,Ice Knife,300
Spells,Divination,Spells;Artificer Spells;Bard Spells;Wizard Spells;Cleric: Knowledge Domain Spells;Cleric: Forge Domain Spells;Divination;Ritual Spells;1st Level Spells,1st,Artificer Initiate;Fey Touched;Magic Initiate;Ritual Caster;Utility,Identify,300
Spells,Illusion,Spells;Bard Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Illusion;Ritual Spells;1st Level Spells,1st,Magic Initiate;Ritual Caster;Shadow Touched;Utility,Illusory Script,300
Spells,Necromancy,Spells;Cleric Spells;Paladin: Oathbreaker Spells;Sorcerer: Divine Soul Spells;Necromancy;1st Level Spells,1st,Magic Initiate;Ritual Caster;Shadow Touched;Attack,Inflict Wounds,300
Spells,Evocation,Spells;Wizard Spells;Evocation;1st Level Spells,1st,Ritual Caster;Attack,Jim's Magic Missile,300
Spells,Transmutation,Spells;Artificer Spells;Druid Spells;Ranger Spells;Sorcerer Spells;Wizard Spells;Transmutation;1st Level Spells,1st,Aberrant Dragonmark;Artificer Initiate;Magic Initiate;Ritual Caster;Movement,Jump,300
Spells,Transmutation,Spells;Artificer Spells;Bard Spells;Druid Spells;Ranger Spells;Wizard Spells;Transmutation;1st Level Spells,1st,Artificer Initiate;Magic Initiate;Ritual Caster;Movement,Longstrider,300
Spells,Abjuration,Spells;Sorcerer Spells;Wizard Spells;Abjuration;1st Level Spells,1st,Aberrant Dragonmark;Magic Initiate;Ritual Caster;Defense,Mage Armor,300
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Cleric: Arcana Domain Spells;Artificer: Armorer Spells;Evocation;1st Level Spells,1st,Aberrant Dragonmark;Magic Initiate;Ritual Caster;Attack,Magic Missile,300
Spells,Transmutation;Dunamancy,Spells;Wizard: Graviturgy Magic Spells;Transmutation;Dunamancy;1st Level Spells,1st,,Magnify Gravity,300
Spells,Abjuration,Spells;Cleric Spells;Paladin Spells;Warlock Spells;Wizard Spells;Paladin: Oath of Devotion Spells;Bloodhunter: Order of the Profane Soul Spells;Ranger: Horizon Walker Spells;Ranger: Monster Slayer Spells;Sorcerer: Clockwork Soul Spells;Sorcerer: Divine Soul Spells;Abjuration;1st Level Spells,1st,Magic Initiate;Ritual Caster;Defense,Protection from Evil and Good,300
Spells,Transmutation,Spells;Artificer Spells;Cleric Spells;Druid Spells;Paladin Spells;Transmutation;Ritual Spells;1st Level Spells,1st,Artificer Initiate;Magic Initiate;Ritual Caster;Utility,Purify Food and Drink,300
Spells,Necromancy,Spells;Sorcerer Spells;Wizard Spells;Warlock: The Undying Spells;Cleric: Death Domain Spells;Artificer: Alchemist Spells;Necromancy;1st Level Spells,1st,Aberrant Dragonmark;Magic Initiate;Ritual Caster;Shadow Touched;Attack,Ray of Sickness,300
Spells,Abjuration,Spells;Artificer Spells;Cleric Spells;Paladin: Oath of Devotion Spells;Paladin: Oath of Redemption Spells;Warlock: The Genie (Dao) Spells;Cleric: Peace Domain Spells;Abjuration;1st Level Spells,1st,Artificer Initiate;Magic Initiate;Ritual Caster;Defense,Sanctuary,300
Spells,Evocation,Spells;Paladin Spells;Cleric: Forge Domain Spells;Evocation;1st Level Spells,1st,,Searing Smite,300
Spells,Abjuration,Spells;Sorcerer Spells;Wizard Spells;Warlock: The Hexblade Spells;Artificer: Artillerest Spells;Artificer: Battle Smith Spells;Abjuration;1st Level Spells,1st,Aberrant Dragonmark;Magic Initiate;Ritual Caster;Defense,Shield,300
Spells,Abjuration,Spells;Cleric Spells;Paladin Spells;Cleric: War Domain Spells;Abjuration;1st Level Spells,1st,Magic Initiate;Ritual Caster;Defense,Shield of Faith,300
Spells,Illusion,Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Illusion;1st Level Spells,1st,Aberrant Dragonmark;Magic Initiate;Ritual Caster;Shadow Touched;Utility,Silent Image,300
Spells,Enchantment,Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Warlock: The Archfey Spells;Paladin: Oath of Redemption Spells;Cleric: Twilight Domain;Enchantment;1st Level Spells,1st,Aberrant Dragonmark;Fey Touched;Magic Initiate;Ritual Caster;Utility,Sleep,300
Spells,Abjuration,Spells;Artificer Spells;Druid Spells;Ranger Spells;Wizard Spells;Abjuration;1st Level Spells,1st,Artificer Initiate;Ritual Caster;Utility,Snare,300
Spells,Divination,Spells;Bard Spells;Druid Spells;Ranger Spells;Cleric: Nature Domain Spells;Paladin: Oath of the Ancients Spells;Divination;Ritual Spells;1st Level Spells,1st,Fey Touched;Magic Initiate;Ritual Caster;Utility,Speak with Animals,300
Spells,Enchantment,Spells;Artificer Spells;Sorcerer Spells;Wizard Spells;Enchantment;1st Level Spells,1st,Aberrant Dragonmark;Artificer Initiate;Fey Touched;Magic Initiate;Ritual Caster;Attack,Tasha's Caustic Brew,300
Spells,Evocation,Spells;Bard Spells;Wizard Spells;Warlock: The Great Old One Spells;Evocation;1st Level Spells,1st,Magic Initiate;Ritual Caster;Utility,Tasha's Hideous Laughter,300
Spells,Conjuration,Spells;Wizard Spells;Conjuration;Ritual Spells;1st Level Spells,1st,,Tenser's Floating Disk,300
Spells,Evocation,Spells;Paladin Spells;Evocation;1st Level Spells,1st,,Thunderous Smite,300
Spells,Evocation,Spells;Bard Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Cleric: Tempest Domain Spells;Artificer: Artillerest Spells;Artificer: Armorer Spells;Warlock: The Genie (Djinni) Spells;Warlock: The Fathomless Spells;Evocation;1st Level Spells,1st,Aberrant Dragonmark;Magic Initiate;Ritual Caster;Attack,Thunderwave,300
Spells,Conjuration,Spells;Bard Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Conjuration;Ritual Spells;1st Level Spells,1st,Magic Initiate;Ritual Caster;Utility,Unseen Servant,300
Spells,Evocation,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Evocation;1st Level Spells,1st,Aberrant Dragonmark;Magic Initiate;Ritual Caster;Attack,Witch Bolt,300
Spells,Evocation,Spells;Paladin Spells;Warlock: The Hexblade Spells;Evocation;1st Level Spells,1st,,Wrathful Smite,300
Spells,Transmutation,Spells;Ranger Spells;Transmutation;1st Level Spells,1st,,Zephyr Strike,300
Spells,Evocation,Spells;Artificer Spells;Wizard Spells;Druid: Circle of the Land (Swamp) Spells;Artificer: Alchemist Spells;Druid: Circle of the Land (Swamp) Spells;Evocation;2nd Level Spells,2nd,,Acid Arrow,600
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Evocation;2nd Level Spells,2nd,,Aganazzar's Scorcher,600
Spells,Abjuration,Spells;Cleric Spells;Paladin Spells;Cleric: Peace Domain Spells;Sorcerer: Clockwork Soul Spells;Abjuration;2nd Level Spells,2nd,,Aid,600
Spells,Transmutation,Spells;Artificer Spells;Sorcerer Spells;Wizard Spells;Transmutation;2nd Level Spells,2nd,,Alter Self,600
Spells,Enchantment,Spells;Bard Spells;Druid Spells;Ranger Spells;Enchantment;Ritual Spells;2nd Level Spells,2nd,,Animal Messenger,600
Spells,Abjuration,Spells;Artificer Spells;Wizard Spells;Abjuration;2nd Level Spells,2nd,,Arcane Lock,600
Spells,Illusion,Spells;Wizard Spells;Cleric: Arcana Domain Spells;Illusion;2nd Level Spells,2nd,,Arcanist's Magic Aura,600
Spells,Divination,Spells;Cleric Spells;Cleric: Knowledge Domain Spells;Paladin: Oath of the Open Sea Spells;Divination;Ritual Spells;2nd Level Spells,2nd,,Augury,600
Spells,Transmutation,Spells;Druid Spells;Ranger Spells;Cleric: Nature Domain Spells;Druid: Circle of the Land (Forest) Spells;Transmutation;2nd Level Spells,2nd,,Barkskin,600
Spells,Divination,Spells;Druid Spells;Ranger Spells;Divination;Ritual Spells;2nd Level Spells,2nd,,Beast Sense,600
Spells,Necromancy,Spells;Bard Spells;Cleric Spells;Sorcerer Spells;Wizard Spells;Warlock: The Fiend Spells;Warlock: The Undying Spells;Cleric: Death Domain Spells;Druid: Circle of Spores Spells;Bloodhunter: Order of the Profane Soul (The Undying) Spells;Necromancy;2nd Level Spells,2nd,,Blindness/ Deafness,600
Spells,Illusion,Spells;Artificer Spells;Sorcerer Spells;Wizard Spells;Druid: Circle of the Land (Desert) Spells;Warlock: The Hexblade Spells;Warlock: The Genie (Marid) Spells;Bloodhunter: Order of the Profane Soul (The Archfey) Spells;Illusion;2nd Level Spells,2nd,,Blur,600
Spells,Evocation,Spells;Paladin Spells;Warlock: The Hexblade Spells;Artificer: Battle Smith Spells;Bloodhunter: Order of the Profane Soul (The Hexblade) Spells;Evocation;2nd Level Spells,2nd,,Branding Smite,600
Spells,Enchantment,Spells;Bard Spells;Cleric Spells;Warlock: The Archfey Spells;Paladin: Oath of Redemption Spells;Paladin: Oath of Redemption Spells;Sorcerer: Aberrant Mind Spells;Enchantment;2nd Level Spells,2nd,,Calm Emotions,600
Spells,Conjuration,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Conjuration;2nd Level Spells,2nd,,Cloud of Daggers,600
Spells,Evocation,Spells;Artificer Spells;Cleric Spells;Wizard Spells;Evocation;2nd Level Spells,2nd,,Continual Flame,600
Spells,Transmutation,Spells;Ranger Spells;Transmutation;2nd Level Spells,2nd,,Cordon of Arrows,600
Spells,Enchantment,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Paladin: Oathbreaker Spells;Bloodhunter: Order of the Profane Soul Spells;Enchantment;2nd Level Spells,2nd,,Crown of Madness,600
Spells,Evocation,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Druid: Circle of the Land (Swamp) Spells;Paladin: Oathbreaker Spells;Bloodhunter: Order of the Profane Soul Spells;Evocation;2nd Level Spells,2nd,,Darkness,600
Spells,Transmutation,Spells;Artificer Spells;Druid Spells;Ranger Spells;Sorcerer Spells;Wizard Spells;Transmutation;2nd Level Spells,2nd,,Darkvision,600
Spells,Divination,Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Warlock: The Great Old One Spells;Bloodhunter: Order of the Profane Soul (The Great Old One) Spells;Sorcerer: Aberrant Mind Spells;Divination;2nd Level Spells,2nd,,Detect Thoughts,600
Spells,Transmutation,Spells;Sorcerer Spells;Wizard Spells;Transmutation;2nd Level Spells,2nd,,Dragon's Breath,600
Spells,Conjuration,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Conjuration;2nd Level Spells,2nd,,Dust Devil,600
Spells,Transmutation,Spells;Druid Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Transmutation;2nd Level Spells,2nd,,Earthbind,600
Spells,Transmutation,Spells;Artificer Spells;Bard Spells;Cleric Spells;Druid Spells;Sorcerer Spells;Paladin: Oath of Glory Spells;Transmutation;2nd Level Spells,2nd,,Enhance Ability,600
Spells,Transmutation,Spells;Artificer Spells;Sorcerer Spells;Wizard Spells;Transmutation;2nd Level Spells,2nd,,Enlarge/ Reduce,600
Spells,Enchantment,Spells;Bard Spells;Warlock Spells;Bloodhunter: Order of the Profane Soul Spells;Enchantment;2nd Level Spells,2nd,,Enthrall,600
Spells,Conjuration,Spells;Paladin Spells;Conjuration;2nd Level Spells,2nd,,Find Steed,600
Spells,Divination,Spells;Cleric Spells;Druid Spells;Ranger Spells;Divination;2nd Level Spells,2nd,,Find Traps,600
Spells,Evocation,Spells;Druid Spells;Evocation;2nd Level Spells,2nd,,Flame Blade,600
Spells,Conjuration,Spells;Druid Spells;Wizard Spells;Cleric: Light Domain Spells;Warlock: The Celestial Spells;Artificer: Alchemist Spells;Druid: Circle of Wildfire Spells;Conjuration;2nd Level Spells,2nd,,Flaming Sphere,600
Spells,Conjuration,Spells;Warlock Spells;Wizard Spells;Conjuration;2nd Level Spells,2nd,,Flock of Familiars,600
Spells,Divination;Dunamancy,Spells;Wizard: Chronurgy Magic Spells;Wizard: Graviturgy Magic Spells;Divination;Dunamancy;2nd Level Spells,2nd,,Fortune's Favor,600
Spells,Necromancy,Spells;Cleric Spells;Wizard Spells;Cleric: Grave Domain Spells;Druid: Circle of Spores Spells;Necromancy;Ritual Spells;2nd Level Spells,2nd,,Gentle Repose,600
Spells,Enchantment,Spells;Bard Spells;Wizard Spells;Enchantment;2nd Level Spells,2nd,,Gift of Gab,600
Spells,Evocation,Spells;Druid Spells;Sorcerer Spells;Cleric: Tempest Domain Spells;Warlock: The Genie (Djinni) Spells;Warlock: The Fathomless Spells;Evocation;2nd Level Spells,2nd,,Gust of Wind,600
Spells,Conjuration,Spells;Druid Spells;Ranger Spells;Conjuration;2nd Level Spells,2nd,,Healing Spirit,600
Spells,Transmutation,Spells;Artificer Spells;Bard Spells;Druid Spells;Cleric: Forge Domain Spells;Transmutation;2nd Level Spells,2nd,,Heat Metal,600
Spells,Enchantment,Spells;Bard Spells;Cleric Spells;Druid Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Druid: Circle of the Land (Arctic) Spells;Paladin: Oath of Vengeance Spells;Paladin: Oath of Conquest Spells;Paladin: Oath of Redemption;Cleric: Order Domain Spells;Bloodhunter: Order of the Profane Soul Spells;Paladin: Oath of Redemption Spells;Enchantment;2nd Level Spells,2nd,,Hold Person,600
Spells,Transmutation;Dunamancy,Spells;Wizard: Graviturgy Magic Spells;Transmutation;Dunamancy;2nd Level Spells,2nd,,Immovable Object,600
Spells,Illusion,Spells;Artificer Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Druid: Circle of the Land (Grassland) Spells;Bloodhunter: Order of the Profane Soul Spells;Illusion;2nd Level Spells,2nd,,Invisibility,600
Spells,Enchantment,Spells;Wizard Spells;Enchantment;2nd Level Spells,2nd,,Jim's Glowing Coin,600
Spells,Transmutation,Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Transmutation;2nd Level Spells,2nd,,Knock,600
Spells,Abjuration,Spells;Artificer Spells;Bard Spells;Cleric Spells;Druid Spells;Paladin Spells;Ranger Spells;Cleric: Life Domain Spells;Paladin: Oath of Devotion Spells;Warlock: The Celestial Spells;Bloodhunter: Order of the Profane Soul (The Celestial) Spells;Sorcerer: Clockwork Soul Spells;Abjuration;2nd Level Spells,2nd,,Lesser Restoration,600
Spells,Transmutation,Spells;Artificer Spells;Sorcerer Spells;Wizard Spells;Transmutation;2nd Level Spells,2nd,,Levitate,600
Spells,Divination,Spells;Bard Spells;Druid Spells;Ranger Spells;Divination;Ritual Spells;2nd Level Spells,2nd,,Locate Animals or Plants,600
Spells,Divination,Spells;Bard Spells;Cleric Spells;Druid Spells;Paladin Spells;Ranger Spells;Wizard Spells;Divination;2nd Level Spells,2nd,,Locate Object,600
Spells,Illusion,Spells;Artificer Spells;Bard Spells;Wizard Spells;Illusion;Ritual Spells;2nd Level Spells,2nd,,Magic Mouth,600
Spells,Transmutation,Spells;Artificer Spells;Paladin Spells;Wizard Spells;Cleric: War Domain Spells;Cleric: Arcana Domain Spells;Cleric: Forge Domain Spells;Paladin: Oath of Glory Spells;Transmutation;2nd Level Spells,2nd,,Magic Weapon,600
Spells,Transmutation,Spells;Sorcerer Spells;Wizard Spells;Transmutation;2nd Level Spells,2nd,,Maximilian's Earthen Grasp,600
Spells,Evocation,Spells;Wizard Spells;Druid: Circle of the Land (Swamp) Spells;Artificer: Alchemist Spells;Evocation;2nd Level Spells,2nd,,Melf's Acid Arrow,600
